accession	package	ncbiBioProjectAccession	biosampleGoldId	studyGoldId	env_broad_scale	env_broad_scale_mixs	env_broad_scale_mixs_via_obsolescence	is_biome	env_local_scale	env_local_scale_mixs	env_local_scale_mixs_via_obsolescence	is_selected_abp	env_medium	env_medium_mixs	env_medium_mixs_via_obsolescence	is_env_mat
SAMEA7723942	Generic.1.0	PRJEB42019	Gb0297408	Gs0154244	neritic epipelagic zone biome	neritic epipelagic zone biome [ENVO:01000042]	False	True	ocean	ocean [ENVO:00000015]	False	True	sea water	sea water [ENVO:00002149]	False	True
SAMEA7723943	Generic.1.0	PRJEB42019	Gb0297409	Gs0154244	neritic epipelagic zone biome	neritic epipelagic zone biome [ENVO:01000042]	False	True	ocean	ocean [ENVO:00000015]	False	True	sea water	sea water [ENVO:00002149]	False	True
SAMEA7723944	Generic.1.0	PRJEB42019	Gb0239864	Gs0154244	tundra biome	tundra biome [ENVO:01000180]	False	True	glacier	glacier [ENVO:00000133]	False	False	soil	soil [ENVO:00001998]	False	True
SAMEA7723945	Generic.1.0	PRJEB42019	Gb0239928	Gs0154244	tundra biome	tundra biome [ENVO:01000180]	False	True	glacier	glacier [ENVO:00000133]	False	False	soil	soil [ENVO:00001998]	False	True
SAMEA7723946	Generic.1.0	PRJEB42019	Gb0239929	Gs0154244	tundra biome	tundra biome [ENVO:01000180]	False	True	glacier	glacier [ENVO:00000133]	False	False	soil	soil [ENVO:00001998]	False	True
SAMEA7723947	Generic.1.0	PRJEB42019	Gb0239930	Gs0154244	tundra biome	tundra biome [ENVO:01000180]	False	True	glacier	glacier [ENVO:00000133]	False	False	soil	soil [ENVO:00001998]	False	True
SAMEA7723948	Generic.1.0	PRJEB42019	Gb0239931	Gs0154244	tundra biome	tundra biome [ENVO:01000180]	False	True	glacier	glacier [ENVO:00000133]	False	False	soil	soil [ENVO:00001998]	False	True
SAMEA7723949	Generic.1.0	PRJEB42019	Gb0239932	Gs0154244	tundra biome	tundra biome [ENVO:01000180]	False	True	glacier	glacier [ENVO:00000133]	False	False	soil	soil [ENVO:00001998]	False	True
SAMEA7723950	Generic.1.0	PRJEB42019	Gb0316043	Gs0154244	tundra biome	tundra biome [ENVO:01000180]	False	True	glacier	glacier [ENVO:00000133]	False	False	water	water [CHEBI:15377]	False	False
SAMEA7723951	Generic.1.0	PRJEB42019	Gb0316044	Gs0154244	tundra biome	tundra biome [ENVO:01000180]	False	True	glacier	glacier [ENVO:00000133]	False	False	water	water [CHEBI:15377]	False	False
SAMEA7723952	Generic.1.0	PRJEB42019	Gb0316045	Gs0154244	tundra biome	tundra biome [ENVO:01000180]	False	True	glacier	glacier [ENVO:00000133]	False	False	water	water [CHEBI:15377]	False	False
SAMEA7723953	Generic.1.0	PRJEB42019	Gb0316046	Gs0154244	tundra biome	tundra biome [ENVO:01000180]	False	True	glacier	glacier [ENVO:00000133]	False	False	water	water [CHEBI:15377]	False	False
SAMEA7723954	Generic.1.0	PRJEB42019	Gb0316047	Gs0154244	tundra biome	tundra biome [ENVO:01000180]	False	True	glacier	glacier [ENVO:00000133]	False	False	water	water [CHEBI:15377]	False	False
SAMEA7723955	Generic.1.0	PRJEB42019	Gb0297416	Gs0154244	tundra biome	tundra biome [ENVO:01000180]	False	True	glacier	glacier [ENVO:00000133]	False	False	water	water [CHEBI:15377]	False	False
SAMEA7723956	Generic.1.0	PRJEB42019	Gb0316048	Gs0154244	tundra biome	tundra biome [ENVO:01000180]	False	True	glacier	glacier [ENVO:00000133]	False	False	water	water [CHEBI:15377]	False	False
SAMEA7723957	Generic.1.0	PRJEB42019	Gb0297417	Gs0154244	marine benthic biome	marine benthic biome [ENVO:01000024]	False	True	marine benthic feature		False	False	sediment	sediment [ENVO:00002007]	False	True
SAMEA7723958	Generic.1.0	PRJEB42019	Gb0297418	Gs0154244	marine benthic biome	marine benthic biome [ENVO:01000024]	False	True	marine benthic feature		False	False	sediment	sediment [ENVO:00002007]	False	True
SAMEA7723959	Generic.1.0	PRJEB42019	Gb0297419	Gs0154244	marine benthic biome	marine benthic biome [ENVO:01000024]	False	True	marine benthic feature		False	False	sediment	sediment [ENVO:00002007]	False	True
SAMEA7723960	Generic.1.0	PRJEB42019	Gb0297420	Gs0154244	marine benthic biome	marine benthic biome [ENVO:01000024]	False	True	marine benthic feature		False	False	sediment	sediment [ENVO:00002007]	False	True
SAMEA7723961	Generic.1.0	PRJEB42019	Gb0297421	Gs0154244	marine benthic biome	marine benthic biome [ENVO:01000024]	False	True	marine benthic feature		False	False	sediment	sediment [ENVO:00002007]	False	True
SAMEA7723962	Generic.1.0	PRJEB42019	Gb0297422	Gs0154244	marine benthic biome	marine benthic biome [ENVO:01000024]	False	True	marine benthic feature		False	False	sediment	sediment [ENVO:00002007]	False	True
SAMEA7723963	Generic.1.0	PRJEB42019	Gb0297423	Gs0154244	marine benthic biome	marine benthic biome [ENVO:01000024]	False	True	marine benthic feature		False	False	sediment	sediment [ENVO:00002007]	False	True
SAMEA7723964	Generic.1.0	PRJEB42019	Gb0297424	Gs0154244	marine benthic biome	marine benthic biome [ENVO:01000024]	False	True	marine benthic feature		False	False	sediment	sediment [ENVO:00002007]	False	True
SAMEA7723965	Generic.1.0	PRJEB42019	Gb0297425	Gs0154244	marine benthic biome	marine benthic biome [ENVO:01000024]	False	True	marine benthic feature		False	False	sediment	sediment [ENVO:00002007]	False	True
SAMEA7723966	Generic.1.0	PRJEB42019	Gb0297426	Gs0154244	marine benthic biome	marine benthic biome [ENVO:01000024]	False	True	marine benthic feature		False	False	sediment	sediment [ENVO:00002007]	False	True
SAMEA7723967	Generic.1.0	PRJEB42019	Gb0315653	Gs0154244	marine biome	marine biome [ENVO:00000447]	False	True	animal-associated habitat		False	False	intestine environment	intestine environment [ENVO:2100002]	False	False
SAMEA7723968	Generic.1.0	PRJEB42019	Gb0315654	Gs0154244	marine biome	marine biome [ENVO:00000447]	False	True	animal-associated habitat		False	False	intestine environment	intestine environment [ENVO:2100002]	False	False
SAMEA7723969	Generic.1.0	PRJEB42019	Gb0315655	Gs0154244	marine biome	marine biome [ENVO:00000447]	False	True	animal-associated habitat		False	False	intestine environment	intestine environment [ENVO:2100002]	False	False
SAMEA7723970	Generic.1.0	PRJEB42019	Gb0315656	Gs0154244	marine biome	marine biome [ENVO:00000447]	False	True	animal-associated habitat		False	False	intestine environment	intestine environment [ENVO:2100002]	False	False
SAMEA7723971	Generic.1.0	PRJEB42019	Gb0297427	Gs0154244	marine reef biome	marine reef biome [ENVO:01000029]	False	True	marine benthic feature		False	False	organic material	organic material [ENVO:01000155]	False	True
SAMEA7723972	Generic.1.0	PRJEB42019	Gb0297428	Gs0154244	marine reef biome	marine reef biome [ENVO:01000029]	False	True	marine benthic feature		False	False	organic material	organic material [ENVO:01000155]	False	True
SAMEA7723973	Generic.1.0	PRJEB42019	Gb0297429	Gs0154244	marine reef biome	marine reef biome [ENVO:01000029]	False	True	marine benthic feature		False	False	organic material	organic material [ENVO:01000155]	False	True
SAMEA7723974	Generic.1.0	PRJEB42019	Gb0297430	Gs0154244	marine reef biome	marine reef biome [ENVO:01000029]	False	True	marine benthic feature		False	False	organic material	organic material [ENVO:01000155]	False	True
SAMEA7723975	Generic.1.0	PRJEB42019	Gb0315960	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	animal-associated habitat		False	False	feces	feces [UBERON:0001988]	False	False
SAMEA7723976	Generic.1.0	PRJEB42019	Gb0315961	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	animal-associated habitat		False	False	feces	feces [UBERON:0001988]	False	False
SAMEA7723977	Generic.1.0	PRJEB42019	Gb0315962	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	animal-associated habitat		False	False	feces	feces [UBERON:0001988]	False	False
SAMEA7723978	Generic.1.0	PRJEB42019	Gb0315963	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	animal-associated habitat		False	False	feces	feces [UBERON:0001988]	False	False
SAMEA7723979	Generic.1.0	PRJEB42019	Gb0315964	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	animal-associated habitat		False	False	feces	feces [UBERON:0001988]	False	False
SAMEA7723980	Generic.1.0	PRJEB42019	Gb0315965	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	animal-associated habitat		False	False	feces	feces [UBERON:0001988]	False	False
SAMEA7723981	Generic.1.0	PRJEB42019	Gb0315966	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	animal-associated habitat		False	False	feces	feces [UBERON:0001988]	False	False
SAMEA7723982	Generic.1.0	PRJEB42019	Gb0315967	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	animal-associated habitat		False	False	feces	feces [UBERON:0001988]	False	False
SAMEA7723983	Generic.1.0	PRJEB42019	Gb0315968	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	animal-associated habitat		False	False	feces	feces [UBERON:0001988]	False	False
SAMEA7723984	Generic.1.0	PRJEB42019	Gb0315969	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	animal-associated habitat		False	False	feces	feces [UBERON:0001988]	False	False
SAMEA7723985	Generic.1.0	PRJEB42019	Gb0315970	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	animal-associated habitat		False	False	feces	feces [UBERON:0001988]	False	False
SAMEA7723986	Generic.1.0	PRJEB42019	Gb0315971	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	animal-associated habitat		False	False	feces	feces [UBERON:0001988]	False	False
SAMEA7723987	Generic.1.0	PRJEB42019	Gb0315972	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	animal-associated habitat		False	False	feces	feces [UBERON:0001988]	False	False
SAMEA7723988	Generic.1.0	PRJEB42019	Gb0315973	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	animal-associated habitat		False	False	feces	feces [UBERON:0001988]	False	False
SAMEA7723989	Generic.1.0	PRJEB42019	Gb0315974	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	animal-associated habitat		False	False	feces	feces [UBERON:0001988]	False	False
SAMEA7723990	Generic.1.0	PRJEB42019	Gb0315975	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	animal-associated habitat		False	False	feces	feces [UBERON:0001988]	False	False
SAMEA7723991	Generic.1.0	PRJEB42019	Gb0315976	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	animal-associated habitat		False	False	feces	feces [UBERON:0001988]	False	False
SAMEA7723992	Generic.1.0	PRJEB42019	Gb0315977	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	animal-associated habitat		False	False	feces	feces [UBERON:0001988]	False	False
SAMEA7723993	Generic.1.0	PRJEB42019	Gb0315978	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	animal-associated habitat		False	False	feces	feces [UBERON:0001988]	False	False
SAMEA7723994	Generic.1.0	PRJEB42019	Gb0315979	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	animal-associated habitat		False	False	feces	feces [UBERON:0001988]	False	False
SAMEA7723995	Generic.1.0	PRJEB42019	Gb0315980	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	animal-associated habitat		False	False	feces	feces [UBERON:0001988]	False	False
SAMEA7723996	Generic.1.0	PRJEB42019	Gb0315981	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	animal-associated habitat		False	False	feces	feces [UBERON:0001988]	False	False
SAMEA7723997	Generic.1.0	PRJEB42019	Gb0315982	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	animal-associated habitat		False	False	feces	feces [UBERON:0001988]	False	False
SAMEA7723998	Generic.1.0	PRJEB42019	Gb0315983	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	animal-associated habitat		False	False	feces	feces [UBERON:0001988]	False	False
SAMEA7723999	Generic.1.0	PRJEB42019	Gb0297431	Gs0154244	marine pelagic biome	marine pelagic biome [ENVO:01000023]	False	True	ocean water	sea water [ENVO:00002149]	True	False	ocean water	sea water [ENVO:00002149]	True	True
SAMEA7724000	Generic.1.0	PRJEB42019	Gb0297432	Gs0154244	marine pelagic biome	marine pelagic biome [ENVO:01000023]	False	True	ocean water	sea water [ENVO:00002149]	True	False	ocean water	sea water [ENVO:00002149]	True	True
SAMEA7724001	Generic.1.0	PRJEB42019	Gb0297433	Gs0154244	marine pelagic biome	marine pelagic biome [ENVO:01000023]	False	True	ocean water	sea water [ENVO:00002149]	True	False	ocean water	sea water [ENVO:00002149]	True	True
SAMEA7724002	Generic.1.0	PRJEB42019	Gb0297434	Gs0154244	marine pelagic biome	marine pelagic biome [ENVO:01000023]	False	True	ocean water	sea water [ENVO:00002149]	True	False	ocean water	sea water [ENVO:00002149]	True	True
SAMEA7724003	Generic.1.0	PRJEB42019	Gb0297435	Gs0154244	marine pelagic biome	marine pelagic biome [ENVO:01000023]	False	True	ocean water	sea water [ENVO:00002149]	True	False	ocean water	sea water [ENVO:00002149]	True	True
SAMEA7724004	Generic.1.0	PRJEB42019	Gb0297436	Gs0154244	marine pelagic biome	marine pelagic biome [ENVO:01000023]	False	True	ocean water	sea water [ENVO:00002149]	True	False	ocean water	sea water [ENVO:00002149]	True	True
SAMEA7724005	Generic.1.0	PRJEB42019	Gb0297437	Gs0154244	marine pelagic biome	marine pelagic biome [ENVO:01000023]	False	True	coastal water body	coastal water body [ENVO:02000049]	False	True	coastal water		False	False
SAMEA7724006	Generic.1.0	PRJEB42019	Gb0297438	Gs0154244	marine pelagic biome	marine pelagic biome [ENVO:01000023]	False	True	coastal water body	coastal water body [ENVO:02000049]	False	True	coastal water		False	False
SAMEA7724007	Generic.1.0	PRJEB42019	Gb0297439	Gs0154244	marine pelagic biome	marine pelagic biome [ENVO:01000023]	False	True	coastal water body	coastal water body [ENVO:02000049]	False	True	coastal water		False	False
SAMEA7724008	Generic.1.0	PRJEB42019	Gb0315847	Gs0154244	marine subtidal rocky reef biome	marine subtidal rocky reef biome [ENVO:01000050]	False	True	marine benthic feature		False	False	organic material	organic material [ENVO:01000155]	False	True
SAMEA7724009	Generic.1.0	PRJEB42019	Gb0315848	Gs0154244	marine subtidal rocky reef biome	marine subtidal rocky reef biome [ENVO:01000050]	False	True	marine benthic feature		False	False	organic material	organic material [ENVO:01000155]	False	True
SAMEA7724010	Generic.1.0	PRJEB42019	Gb0315849	Gs0154244	marine subtidal rocky reef biome	marine subtidal rocky reef biome [ENVO:01000050]	False	True	marine benthic feature		False	False	organic material	organic material [ENVO:01000155]	False	True
SAMEA7724011	Generic.1.0	PRJEB42019	Gb0315850	Gs0154244	marine coral reef biome	marine coral reef biome [ENVO:01000049]	False	True	marine benthic feature		False	False	organic material	organic material [ENVO:01000155]	False	True
SAMEA7724012	Generic.1.0	PRJEB42019	Gb0315851	Gs0154244	marine coral reef biome	marine coral reef biome [ENVO:01000049]	False	True	marine benthic feature		False	False	organic material	organic material [ENVO:01000155]	False	True
SAMEA7724013	Generic.1.0	PRJEB42019	Gb0315852	Gs0154244	marine coral reef biome	marine coral reef biome [ENVO:01000049]	False	True	marine benthic feature		False	False	organic material	organic material [ENVO:01000155]	False	True
SAMEA7724014	Generic.1.0	PRJEB42019	Gb0315853	Gs0154244	marine coral reef biome	marine coral reef biome [ENVO:01000049]	False	True	marine benthic feature		False	False	organic material	organic material [ENVO:01000155]	False	True
SAMEA7724015	Generic.1.0	PRJEB42019	Gb0315854	Gs0154244	marine coral reef biome	marine coral reef biome [ENVO:01000049]	False	True	marine benthic feature		False	False	organic material	organic material [ENVO:01000155]	False	True
SAMEA7724016	Generic.1.0	PRJEB42019	Gb0315410	Gs0154244	marine benthic biome	marine benthic biome [ENVO:01000024]	False	True	kelp forest	kelp forest [ENVO:01000058]	False	True	organic material	organic material [ENVO:01000155]	False	True
SAMEA7724017	Generic.1.0	PRJEB42019	Gb0297440	Gs0154244	marine benthic biome	marine benthic biome [ENVO:01000024]	False	True	kelp forest	kelp forest [ENVO:01000058]	False	True	organic material	organic material [ENVO:01000155]	False	True
SAMEA7724018	Generic.1.0	PRJEB42019	Gb0297441	Gs0154244	marine benthic biome	marine benthic biome [ENVO:01000024]	False	True	kelp forest	kelp forest [ENVO:01000058]	False	True	organic material	organic material [ENVO:01000155]	False	True
SAMEA7724019	Generic.1.0	PRJEB42019	Gb0297442	Gs0154244	marine benthic biome	marine benthic biome [ENVO:01000024]	False	True	kelp forest	kelp forest [ENVO:01000058]	False	True	organic material	organic material [ENVO:01000155]	False	True
SAMEA7724020	Generic.1.0	PRJEB42019	Gb0315411	Gs0154244	marine benthic biome	marine benthic biome [ENVO:01000024]	False	True	kelp forest	kelp forest [ENVO:01000058]	False	True	organic material	organic material [ENVO:01000155]	False	True
SAMEA7724021	Generic.1.0	PRJEB42019	Gb0315412	Gs0154244	marine benthic biome	marine benthic biome [ENVO:01000024]	False	True	kelp forest	kelp forest [ENVO:01000058]	False	True	organic material	organic material [ENVO:01000155]	False	True
SAMEA7724022	Generic.1.0	PRJEB42019	Gb0297443	Gs0154244	marine benthic biome	marine benthic biome [ENVO:01000024]	False	True	kelp forest	kelp forest [ENVO:01000058]	False	True	organic material	organic material [ENVO:01000155]	False	True
SAMEA7724023	Generic.1.0	PRJEB42019	Gb0297444	Gs0154244	marine benthic biome	marine benthic biome [ENVO:01000024]	False	True	kelp forest	kelp forest [ENVO:01000058]	False	True	organic material	organic material [ENVO:01000155]	False	True
SAMEA7724024	Generic.1.0	PRJEB42019	Gb0297445	Gs0154244	marine benthic biome	marine benthic biome [ENVO:01000024]	False	True	marine benthic feature		False	False	organic material	organic material [ENVO:01000155]	False	True
SAMEA7724025	Generic.1.0	PRJEB42019	Gb0297446	Gs0154244	marine benthic biome	marine benthic biome [ENVO:01000024]	False	True	marine benthic feature		False	False	organic material	organic material [ENVO:01000155]	False	True
SAMEA7724026	Generic.1.0	PRJEB42019	Gb0315413	Gs0154244	marine benthic biome	marine benthic biome [ENVO:01000024]	False	True	marine benthic feature		False	False	organic material	organic material [ENVO:01000155]	False	True
SAMEA7724027	Generic.1.0	PRJEB42019	Gb0315414	Gs0154244	marine benthic biome	marine benthic biome [ENVO:01000024]	False	True	marine benthic feature		False	False	organic material	organic material [ENVO:01000155]	False	True
SAMEA7724028	Generic.1.0	PRJEB42019	Gb0315415	Gs0154244	marine benthic biome	marine benthic biome [ENVO:01000024]	False	True	marine benthic feature		False	False	organic material	organic material [ENVO:01000155]	False	True
SAMEA7724029	Generic.1.0	PRJEB42019	Gb0297447	Gs0154244	marine benthic biome	marine benthic biome [ENVO:01000024]	False	True	marine benthic feature		False	False	organic material	organic material [ENVO:01000155]	False	True
SAMEA7724030	Generic.1.0	PRJEB42019	Gb0297448	Gs0154244	marine benthic biome	marine benthic biome [ENVO:01000024]	False	True	marine benthic feature		False	False	organic material	organic material [ENVO:01000155]	False	True
SAMEA7724031	Generic.1.0	PRJEB42019	Gb0315416	Gs0154244	marine benthic biome	marine benthic biome [ENVO:01000024]	False	True	marine benthic feature		False	False	organic material	organic material [ENVO:01000155]	False	True
SAMEA7724032	Generic.1.0	PRJEB42019	Gb0297449	Gs0154244	marine benthic biome	marine benthic biome [ENVO:01000024]	False	True	marine benthic feature		False	False	organic material	organic material [ENVO:01000155]	False	True
SAMEA7724033	Generic.1.0	PRJEB42019	Gb0297450	Gs0154244	marine benthic biome	marine benthic biome [ENVO:01000024]	False	True	marine benthic feature		False	False	organic material	organic material [ENVO:01000155]	False	True
SAMEA7724034	Generic.1.0	PRJEB42019	Gb0297451	Gs0154244	marine benthic biome	marine benthic biome [ENVO:01000024]	False	True	marine benthic feature		False	False	organic material	organic material [ENVO:01000155]	False	True
SAMEA7724035	Generic.1.0	PRJEB42019	Gb0297452	Gs0154244	marine benthic biome	marine benthic biome [ENVO:01000024]	False	True	marine benthic feature		False	False	organic material	organic material [ENVO:01000155]	False	True
SAMEA7724036	Generic.1.0	PRJEB42019	Gb0297453	Gs0154244	marine benthic biome	marine benthic biome [ENVO:01000024]	False	True	marine benthic feature		False	False	organic material	organic material [ENVO:01000155]	False	True
SAMEA7724037	Generic.1.0	PRJEB42019	Gb0297454	Gs0154244	marine benthic biome	marine benthic biome [ENVO:01000024]	False	True	marine benthic feature		False	False	organic material	organic material [ENVO:01000155]	False	True
SAMEA7724038	Generic.1.0	PRJEB42019	Gb0297455	Gs0154244	marine benthic biome	marine benthic biome [ENVO:01000024]	False	True	marine benthic feature		False	False	organic material	organic material [ENVO:01000155]	False	True
SAMEA7724039	Generic.1.0	PRJEB42019	Gb0297456	Gs0154244	marine benthic biome	marine benthic biome [ENVO:01000024]	False	True	marine benthic feature		False	False	organic material	organic material [ENVO:01000155]	False	True
SAMEA7724040	Generic.1.0	PRJEB42019	Gb0297457	Gs0154244	marine benthic biome	marine benthic biome [ENVO:01000024]	False	True	kelp forest	kelp forest [ENVO:01000058]	False	True	organic material	organic material [ENVO:01000155]	False	True
SAMEA7724041	Generic.1.0	PRJEB42019	Gb0297458	Gs0154244	marine benthic biome	marine benthic biome [ENVO:01000024]	False	True	kelp forest	kelp forest [ENVO:01000058]	False	True	organic material	organic material [ENVO:01000155]	False	True
SAMEA7724042	Generic.1.0	PRJEB42019	Gb0315460	Gs0154244	dense settlement biome	dense settlement biome [ENVO:01000248]	False	True	mine	mine [ENVO:00000076]	False	True	groundwater	groundwater [ENVO:01001004]	False	True
SAMEA7724043	Generic.1.0	PRJEB42019	Gb0315461	Gs0154244	dense settlement biome	dense settlement biome [ENVO:01000248]	False	True	mine	mine [ENVO:00000076]	False	True	groundwater	groundwater [ENVO:01001004]	False	True
SAMEA7724044	Generic.1.0	PRJEB42019	Gb0315462	Gs0154244	dense settlement biome	dense settlement biome [ENVO:01000248]	False	True	mine	mine [ENVO:00000076]	False	True	groundwater	groundwater [ENVO:01001004]	False	True
SAMEA7724045	Generic.1.0	PRJEB42019	Gb0315463	Gs0154244	dense settlement biome	dense settlement biome [ENVO:01000248]	False	True	mine	mine [ENVO:00000076]	False	True	groundwater	groundwater [ENVO:01001004]	False	True
SAMEA7724046	Generic.1.0	PRJEB42019	Gb0315464	Gs0154244	dense settlement biome	dense settlement biome [ENVO:01000248]	False	True	mine	mine [ENVO:00000076]	False	True	groundwater	groundwater [ENVO:01001004]	False	True
SAMEA7724047	Generic.1.0	PRJEB42019	Gb0315695	Gs0154244	subpolar coniferous forest biome	subpolar coniferous forest biome [ENVO:01000250]	False	True	cliff	cliff [ENVO:00000087]	False	True	soil	soil [ENVO:00001998]	False	True
SAMEA7724048	Generic.1.0	PRJEB42019	Gb0315696	Gs0154244	subpolar coniferous forest biome	subpolar coniferous forest biome [ENVO:01000250]	False	True	cliff	cliff [ENVO:00000087]	False	True	soil	soil [ENVO:00001998]	False	True
SAMEA7724049	Generic.1.0	PRJEB42019	Gb0315697	Gs0154244	subpolar coniferous forest biome	subpolar coniferous forest biome [ENVO:01000250]	False	True	cliff	cliff [ENVO:00000087]	False	True	soil	soil [ENVO:00001998]	False	True
SAMEA7724050	Generic.1.0	PRJEB42019	Gb0315698	Gs0154244	subpolar coniferous forest biome	subpolar coniferous forest biome [ENVO:01000250]	False	True	cliff	cliff [ENVO:00000087]	False	True	soil	soil [ENVO:00001998]	False	True
SAMEA7724051	Generic.1.0	PRJEB42019	Gb0315699	Gs0154244	subpolar coniferous forest biome	subpolar coniferous forest biome [ENVO:01000250]	False	True	cliff	cliff [ENVO:00000087]	False	True	soil	soil [ENVO:00001998]	False	True
SAMEA7724052	Generic.1.0	PRJEB42019	Gb0315700	Gs0154244	subpolar coniferous forest biome	subpolar coniferous forest biome [ENVO:01000250]	False	True	cliff	cliff [ENVO:00000087]	False	True	soil	soil [ENVO:00001998]	False	True
SAMEA7724053	Generic.1.0	PRJEB42019	Gb0315701	Gs0154244	subpolar coniferous forest biome	subpolar coniferous forest biome [ENVO:01000250]	False	True	cliff	cliff [ENVO:00000087]	False	True	rock	rock [ENVO:00001995]	False	True
SAMEA7724054	Generic.1.0	PRJEB42019	Gb0297459	Gs0154244	marine reef biome	marine reef biome [ENVO:01000029]	False	True	coral reef	coral reef [ENVO:00000150]	False	True	organic material	organic material [ENVO:01000155]	False	True
SAMEA7724055	Generic.1.0	PRJEB42019	Gb0297460	Gs0154244	marine reef biome	marine reef biome [ENVO:01000029]	False	True	coral reef	coral reef [ENVO:00000150]	False	True	organic material	organic material [ENVO:01000155]	False	True
SAMEA7724056	Generic.1.0	PRJEB42019	Gb0297461	Gs0154244	marine reef biome	marine reef biome [ENVO:01000029]	False	True	coral reef	coral reef [ENVO:00000150]	False	True	organic material	organic material [ENVO:01000155]	False	True
SAMEA7724057	Generic.1.0	PRJEB42019	Gb0297462	Gs0154244	marine reef biome	marine reef biome [ENVO:01000029]	False	True	coral reef	coral reef [ENVO:00000150]	False	True	organic material	organic material [ENVO:01000155]	False	True
SAMEA7724058	Generic.1.0	PRJEB42019	Gb0297463	Gs0154244	marine reef biome	marine reef biome [ENVO:01000029]	False	True	coral reef	coral reef [ENVO:00000150]	False	True	organic material	organic material [ENVO:01000155]	False	True
SAMEA7724059	Generic.1.0	PRJEB42019	Gb0297464	Gs0154244	marine reef biome	marine reef biome [ENVO:01000029]	False	True	coral reef	coral reef [ENVO:00000150]	False	True	organic material	organic material [ENVO:01000155]	False	True
SAMEA7724060	Generic.1.0	PRJEB42019	Gb0297465	Gs0154244	marine reef biome	marine reef biome [ENVO:01000029]	False	True	coral reef	coral reef [ENVO:00000150]	False	True	mucus	mucus [UBERON:0000912]	False	False
SAMEA7724061	Generic.1.0	PRJEB42019	Gb0297466	Gs0154244	marine reef biome	marine reef biome [ENVO:01000029]	False	True	coral reef	coral reef [ENVO:00000150]	False	True	mucus	mucus [UBERON:0000912]	False	False
SAMEA7724062	Generic.1.0	PRJEB42019	Gb0297467	Gs0154244	marine reef biome	marine reef biome [ENVO:01000029]	False	True	coral reef	coral reef [ENVO:00000150]	False	True	organic material	organic material [ENVO:01000155]	False	True
SAMEA7724063	Generic.1.0	PRJEB42019	Gb0297468	Gs0154244	marine reef biome	marine reef biome [ENVO:01000029]	False	True	coral reef	coral reef [ENVO:00000150]	False	True	organic material	organic material [ENVO:01000155]	False	True
SAMEA7724064	Generic.1.0	PRJEB42019	Gb0297469	Gs0154244	marine reef biome	marine reef biome [ENVO:01000029]	False	True	coral reef	coral reef [ENVO:00000150]	False	True	mucus	mucus [UBERON:0000912]	False	False
SAMEA7724065	Generic.1.0	PRJEB42019	Gb0297470	Gs0154244	marine reef biome	marine reef biome [ENVO:01000029]	False	True	coral reef	coral reef [ENVO:00000150]	False	True	organic material	organic material [ENVO:01000155]	False	True
SAMEA7724066	Generic.1.0	PRJEB42019	Gb0297471	Gs0154244	marine reef biome	marine reef biome [ENVO:01000029]	False	True	coral reef	coral reef [ENVO:00000150]	False	True	sea water	sea water [ENVO:00002149]	False	True
SAMEA7724067	Generic.1.0	PRJEB42019	Gb0315703	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	cell culture	cell culture [ENVO:02000008]	False	True
SAMEA7724068	Generic.1.0	PRJEB42019	Gb0315704	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	cell culture	cell culture [ENVO:02000008]	False	True
SAMEA7724069	Generic.1.0	PRJEB42019	Gb0315705	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	cell culture	cell culture [ENVO:02000008]	False	True
SAMEA7724070	Generic.1.0	PRJEB42019	Gb0315706	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	cell culture	cell culture [ENVO:02000008]	False	True
